Matching_ProteinAccession	S10	S1	S2	S3	S4	S5	S6	S7	S8	S9
ppa:PAS_chr1-1_0120	17.3383453512659	17.616602909729604	17.558316888578958	17.64457025010361	17.62554208601546	17.44813055047621	17.58249783438031	17.398119735442872	17.427954602078493	17.439252482392877
ppa:PAS_chr1-1_0475	22.29920787861725	21.95029023891125	23.14361567322739	22.95796151880984	22.515906969468663	22.4357108229402	22.422571956634883	23.005439004788343	22.9253012535372	22.528513369389685
ppa:PAS_chr1-1_0123	15.362883034753857	15.901385742448989	16.02836829620144	16.10599160719598	16.365171702418174	15.379041179699117	13.72814348259661	15.665994661956155	15.612260080219048	15.57041013312332
ppa:PAS_chr1-1_0124	16.226270621438985	16.49982740025506	16.095012394422827	16.727059375803126	16.32724287609627	16.30041610385878	16.051866424201894	14.555655540064343	17.16170578052102	16.813862101816984
ppa:PAS_chr1-1_0127	16.615304206022284	15.749360233746325	15.429239816646094	16.028429509015066	16.57112975920083	16.846135867228988	14.706118454081803	15.411795684395743	16.092487789686274	16.22960290165505
ppa:PAS_chr1-1_0476	15.414092274020506	15.286945744153416	14.751050171269831	14.955444342267803	15.23911192264274	15.268204874360354	14.409581407501133	15.271280066836509	13.564395255659862	15.369668028246744
ppa:PAS_chr1-1_0128	16.40821712430899	16.73941804490575	16.69439997450909	16.57174211387817	16.64740802994027	16.487815505726736	16.466747006025162	16.682158353377403	16.375671857332538	16.481797461200244
ppa:PAS_chr1-1_0478	17.75761646263981	16.932504754924715	17.127541619900104	17.2028327250523	18.102240052443666	17.606811033788475	15.305389503994425	16.919279437788582	16.99038351393346	16.94758441601954
ppa:PAS_chr1-1_0130	16.535270273687196	17.17741132557151	17.143994409687213	No Data	16.704961641653156	16.65303222837784	17.40283499201278	17.286813937658195	17.10710482689579	16.699864175863315
ppa:PAS_chr1-1_0131	14.053275303274775	14.013520325944429	13.90294630152834	14.296143522832462	14.520352992185886	13.522105440272906	13.335577357466676	14.498651297144804	13.072426064110337	13.3954977885715
ppa:PAS_chr1-1_0132	15.082757013423445	No Data	No Data	No Data	No Data	No Data	No Data	13.7407822365353	14.138812218286509	No Data
ppa:PAS_chr1-1_0134	14.263475817763716	15.74696621195602	15.412356121270053	14.918569296088574	14.41727102796506	14.674458348973658	15.052893204526992	14.565876174457518	13.885390288836598	13.846737788225266
ppa:PAS_chr1-1_0138	15.513623516108904	15.801562332956754	16.00843717108576	15.491938702931527	15.294742170106009	15.076100542776144	15.879412924884152	15.885046424871138	15.52217454068744	15.204484131229744
ppa:PAS_chr1-1_0139	No Data	11.204077055519722	No Data	No Data	No Data	No Data	10.964264886301066	No Data	No Data	9.561330835702838
ppa:PAS_chr1-1_0142	16.203816209935482	16.009406471820476	14.031634071507035	14.648796858042036	15.506668837303296	15.801922635120247	13.783929433504666	14.123307440398907	15.608394936193124	16.255789879942014
ppa:PAS_chr1-1_0143	13.480164498215448	14.093626624730994	13.563120495102664	13.350647073287217	13.54866695134614	14.075890232417274	13.850582888204734	14.11838349374378	13.545836233259948	13.781255944842208
ppa:PAS_chr1-1_0145	13.992530840076196	15.275168975002094	15.34984029916097	14.21640351256112	13.962464664897077	13.108031455320516	15.389454627450329	14.712281810649928	14.059416751686786	13.772283056994556
ppa:PAS_chr1-1_0147	17.054400787405136	17.35833033072654	17.682055344796435	16.980929329179094	18.03304619742472	18.29871846069868	17.835631117109426	17.391309416174142	17.350938372463965	17.950789564568954
ppa:PAS_chr1-1_0150	15.87071492194898	15.80174466577966	15.580755984524613	15.530784347068243	15.818297115978265	15.80635983130479	15.526888539471138	15.153078358128946	15.75534482708586	15.661193663046513
ppa:PAS_chr1-1_0151	15.198549954373068	15.02123179353976	15.30429965059401	15.701848969855748	15.355815495611482	15.209657424880762	14.978760725572112	14.782965625160609	14.5196400917533	14.63895973026
ppa:PAS_chr1-1_0154	15.965113677164416	14.388832287772567	15.875224111784	13.587166780050092	14.375954304404951	16.371915266337982	13.756152332202468	14.265482564303348	14.617668896229208	16.091983790399105
ppa:PAS_chr1-1_0155	18.31665483714173	18.346237097252075	18.494023855509408	18.04623576356261	18.42918463906848	18.36937196614513	17.913191560155937	18.181385383102583	17.741101758322014	18.296898147767653
ppa:PAS_chr1-1_0157	16.42151566498958	17.67124334383194	18.29389256806888	18.04381430667349	17.42494498830355	17.134107907864596	17.411894448761373	17.763569406903287	17.191481425616562	16.77027623703192
ppa:PAS_chr1-1_0158	15.093493970832515	18.528807837922148	20.606365787866714	18.08194448553808	17.8753919317773	15.581651018133613	18.79888447880497	19.805091132786085	16.928926109061155	16.28385760546027
ppa:PAS_chr1-1_0160	19.923680206876472	17.840645498753513	18.25150292536632	18.786134796298853	19.55292972180889	19.84986988072968	18.052563075930195	17.86542726338452	18.947889177091515	19.472357790106464
ppa:PAS_chr1-1_0162	14.84266799749098	15.526344492624837	15.320978988873271	15.432137886194186	15.246069774199396	14.96973518625473	15.136682964465052	15.18531237504676	14.843658011754195	15.279333708631096
ppa:PAS_chr1-1_0163	15.42942551456404	16.43754217225499	16.335952789116632	16.249562268635653	15.155689745832904	15.623906488968302	16.047333631175977	16.903499702099587	15.894524154712526	15.858756867068417
ppa:PAS_chr1-1_0164	17.07574043489495	16.76465487790163	16.543213702805307	16.614104562859755	16.769571031117863	17.351244982221782	16.420333046294516	16.620677930283875	16.798449156766864	16.976771944742776
ppa:PAS_chr1-1_0166	16.127908545345406	16.85236701022587	16.974100848397075	16.615283436119164	16.442488219548693	No Data	17.11977941155671	16.817461306630392	16.136487874566185	16.01145727254713
ppa:PAS_chr1-1_0167	No Data	13.485295844151308	12.833419985444246	No Data	12.241412678259127	10.88276822398148	12.913226445635654	12.880668854173074	No Data	No Data
ppa:PAS_chr1-1_0168	15.430358240276224	No Data	13.925175730531638	No Data	No Data	14.971228573427316	12.23864672481544	13.67062783350629	No Data	13.117987988937864
ppa:PAS_chr1-1_0169	13.351984541523771	12.79582980646815	14.25299163256153	11.917684290776656	13.291953636259812	No Data	12.97358684436148	No Data	14.529477023622002	No Data
ppa:PAS_chr1-1_0170	16.370013667770767	16.017486050866978	15.996593476619797	16.084998107349993	16.468448046232776	16.788299948002223	15.552479491014562	16.001314208601464	15.996244604854722	16.272312267562246
ppa:PAS_chr1-1_0172	16.933303538654645	15.046806945457318	16.226198433814268	17.746747407473222	18.075088193821887	17.513197119940042	15.560117403821993	17.334432744243603	17.791024438595585	17.59469648349192
ppa:PAS_chr1-1_0174	18.038598372776303	No Data	15.732486687197772	17.226445709205354	17.299497732562653	17.89483459727626	14.8810009693026	14.755646573991111	17.586853643121806	17.53904755438516
ppa:PAS_chr1-1_0176	14.103793316312052	16.992607594691123	14.368271317864815	No Data	13.641045596264805	No Data	16.74154742703433	14.067904677313418	14.882224073772036	No Data
ppa:PAS_chr1-1_0179	12.939783197237338	15.811297171563266	15.284071465021096	15.075101744370944	14.652958291658878	14.042533422702302	15.435953535364163	14.958709170713302	14.357525426761663	13.612952838807676
ppa:PAS_chr1-1_0180	21.87725763716273	21.57893500574713	21.33410766943076	21.548761949789867	21.47254396996016	21.79844539915728	21.469615239004444	21.44916791911356	21.482412115904253	21.605146927539263
ppa:PAS_chr1-1_0183	22.85448644355948	23.6579699648392	23.46495973070536	23.30750476534521	23.149129361228702	22.60556994410294	23.574017271964617	23.31784785506401	23.190880381507856	22.97975522252716
ppa:PAS_chr1-1_0480	14.088249133952406	14.13840055647903	13.958845878209182	15.00587909853429	14.240636754402596	14.678250884954002	14.020540020002263	15.633666655209062	13.754351224295238	14.578783134523997
ppa:PAS_chr1-1_0184	16.700084384687845	17.16436438060519	16.91918358406426	17.198853109836406	16.842768304869786	16.67472179500168	16.968800363636735	16.930945370821775	16.920978465403334	16.918152435572846
ppa:PAS_chr1-1_0186	16.474802986980794	17.462021290420378	17.180307712073745	16.565101845871535	16.718700719739516	16.612449640508256	17.23488012792143	16.859728134501477	16.484312907858225	16.655836399794662
ppa:PAS_chr1-1_0187	14.49357049379379	15.454519571500642	15.320679097931697	14.681558206245894	14.635293112926748	14.558505028834825	15.436572273642666	15.087455880994504	14.725294168443948	14.5625891287011
ppa:PAS_chr1-1_0189	22.21989877940221	22.740593886197168	22.63077592165312	23.1426583484265	22.843778278038908	22.697033194760888	22.5069861935421	22.73829062776861	22.885763483553884	22.81779453718501
ppa:PAS_chr1-1_0190	13.831191346627106	No Data	13.240723942952906	No Data	13.609555488178923	14.407437899004552	13.406804590014543	13.652808219093574	12.482173525042793	13.67358222007889
ppa:PAS_chr1-1_0191	20.448188411735	19.92351836467777	20.197638605932983	20.140335048621743	20.13884595841017	20.392579860812017	20.322419193742785	20.30590031557557	20.395503541377803	20.353577073499466
ppa:PAS_chr1-1_0194	19.920704033545324	16.33984171372169	18.07096504367845	19.606510265010225	19.565947392280112	20.32583588450136	17.459719520135963	18.23255530927576	17.735387030821506	19.1540454888956
ppa:PAS_chr1-1_0195	19.19858517342882	18.140743662933712	18.681620827043723	19.128149018991728	19.18413485447235	19.223054992028	18.32794126770688	18.433034720971875	19.116791148456205	19.233088908097773
ppa:PAS_chr1-1_0197	15.243607219340351	14.627554590078704	16.184496595673718	15.140644601362984	15.110962893520004	15.550650273746658	16.378080490941088	15.90902920768404	15.298995692092085	15.43818396658674
ppa:PAS_chr1-1_0198	17.97606594697778	15.869704813834618	15.968538395738994	17.288978690224035	17.472816502860375	18.085919432756352	15.795706961839878	15.797325986946802	17.34139991848767	17.608621775045364
ppa:PAS_chr1-1_0199	16.64018446602744	17.75909536780255	17.548753484835878	17.39682986594737	16.99929951661753	16.663196066488332	17.546094796729097	17.418534780693715	17.165965960597163	17.001549591095703
ppa:PAS_chr1-1_0200	23.18406855064257	21.974417390760813	22.06840124787724	22.52714336029082	22.48304164383382	23.06963856753519	22.146472344033	22.32263800216548	23.131829649137444	22.86017245263349
ppa:PAS_chr1-1_0201	No Data	No Data	No Data	No Data	No Data	11.759331104212832	No Data	No Data	No Data	No Data
ppa:PAS_chr1-1_0483	12.115034598480143	No Data	11.621839152909406	12.43670976324486	No Data	No Data	No Data	10.171961824894275	No Data	10.553280546473198
ppa:PAS_chr1-1_0202	16.2741076703501	15.44379798466158	17.166531656200064	16.897251746374945	16.8930811447549	16.462571167372808	16.03328973639795	16.89069057152915	16.837290974736224	16.490452340167344
ppa:PAS_chr1-1_0363	16.64565568411904	16.660334902892735	16.019337399200364	16.39395782672425	16.49230394145687	16.47023783594381	16.16522704974492	16.24346906871058	15.954300428255271	16.244543708969058
ppa:PAS_chr1-1_0364	18.709550313517585	19.89514682252932	19.517883563605075	19.657030865075708	19.15710680711808	18.55558931200133	19.57032743707872	19.46851864635203	19.27299078714226	18.93871248089749
ppa:PAS_chr1-1_0500	14.076645347112445	14.387206687735477	14.801072347337469	14.250148615217109	14.293507291425382	14.066410818632944	13.748012325305094	14.218940090950609	14.051687230799452	13.98649586288506
ppa:PAS_chr1-1_0366	13.716588396244862	15.662990248692797	15.017565396997185	13.52906053222094	13.943157325539888	14.044716451797452	15.479874112439072	14.934943950457894	13.593415287877194	13.995521420814605
ppa:PAS_chr1-1_0368	15.536242116190843	15.185832889236933	15.033727297339547	15.77583128066903	15.844217380459677	15.709365203790645	15.11520911124506	15.070330787085204	15.168080933741198	15.704688465235405
ppa:PAS_chr1-1_0369	15.745397977809706	14.426762538591433	15.322989868928593	15.506740738768992	15.95775663686931	16.118788393542285	14.756371649453348	15.270526033821453	15.49536100432814	15.825477657840608
ppa:PAS_chr1-1_0371	15.783037588310538	15.940973165150062	15.683114128011978	15.394626104139231	15.11579617028913	15.915000018190907	15.59143503068845	14.687458449669569	14.995696774062688	14.427353897570653
ppa:PAS_chr1-1_0372	17.350331972406735	17.549337097606976	17.809144593186602	No Data	17.04866446998287	16.328460456778156	17.836363331037248	17.8427742502125	17.129277985215207	16.8234381877891
ppa:PAS_chr1-1_0373	15.722440049645389	16.65777277515587	16.53282115705248	16.25437456552076	15.903032479712149	15.626188273665775	16.473250540602265	16.312427932096107	15.98720623287802	16.27347748459353
ppa:PAS_chr1-1_0374	16.010537837587414	16.638854363693632	15.96481526495784	16.056397259131206	15.916652889692976	15.921229596117325	16.056813814599643	16.061654655314225	15.498470891136211	15.68972439895642
ppa:PAS_chr1-1_0377	No Data	13.836917832103904	13.312777589889318	13.056465232526374	12.934904638396324	13.599903650837623	13.428108254287087	12.858220375116844	12.545716418438062	11.895968957529222
ppa:PAS_chr1-1_0382	20.99316204276438	23.03028388563921	22.006401931498136	22.683178823500505	21.58132231356344	21.34666900480139	22.29593901017457	21.88228425477011	21.983731847996257	21.161421166949644
ppa:PAS_chr1-1_0383	12.21004672318382	No Data	No Data	12.998737955409494	No Data	No Data	12.71181545720006	13.061926529366575	No Data	No Data
ppa:PAS_chr1-1_0384	16.639781965683422	17.489460416888658	17.202777884701668	17.03660895845141	16.74211285364975	16.678115136603758	17.38441633499192	17.35315073007751	16.983154623039052	16.947689547138594
ppa:PAS_chr1-1_0388	No Data	No Data	10.860974986440803	No Data	No Data	No Data	No Data	10.832510902526137	No Data	No Data
ppa:PAS_chr1-1_0389	19.17044437198668	19.308489021595467	19.106557828846256	19.00414192621797	18.94366422232504	18.87772878780687	19.31159311903965	19.15806584730073	19.03556850508509	18.807305488483053
ppa:PAS_chr1-1_0390	20.67090397065165	21.183842065266028	20.85228261011316	20.65821115581444	20.51032823224902	20.626812119545164	21.017216207388984	20.81482504933704	20.7294415106973	20.60642080158878
ppa:PAS_chr1-1_0391	17.388740995713597	18.06683204636624	18.08137095721402	17.856133311826657	17.551494942448684	17.388979131080077	18.1004948802114	17.973925039344067	17.826754742628445	17.606369176863
ppa:PAS_chr1-1_0393	13.09833221042455	13.839345572939536	14.286448622714918	No Data	9.074092615023783	14.018945864708822	13.927671008216812	13.8070008891885	13.491898590756255	14.450375981859484
ppa:PAS_chr1-1_0394	19.12795639146394	1.117169222048546	15.022398970656564	18.3642780213909	18.83087163868424	19.080597494996937	No Data	13.835269883160016	18.66155196320596	19.043896722337536
ppa:PAS_chr1-1_0395	No Data	14.63764220529428	13.323831993077988	No Data	12.07098485458824	14.742629750487817	13.855206395433337	13.935613170653117	No Data	No Data
ppa:PAS_chr1-1_0397	15.365674596966365	14.830942121666638	14.752353183304209	15.056217800594954	15.268241432272877	15.377254888299516	14.716679968583746	14.908796829676652	15.122303517441482	15.489981812704215
ppa:PAS_chr1-1_0398	18.232890478047885	18.57111227937794	18.18249559050357	18.20233101505129	18.501963614365188	18.74466982808724	18.256229280174	18.27474369386335	18.098787102606583	18.29732156744509
ppa:PAS_chr1-1_0399	16.294578403293414	No Data	14.621145617605196	15.824768055104558	15.163405526959888	16.921759778838354	12.79170264693638	14.138995592596745	15.927898287003956	15.88537427532934
ppa:PAS_chr1-1_0400	13.552166357082326	14.163038918678168	14.103012409761376	13.806856970927424	14.231705475818112	No Data	14.019225058170768	14.063925618676018	13.846068610179628	13.698432210592005
ppa:PAS_chr1-1_0401	14.642152859090023	15.016067448574605	15.691751504800676	15.261195226765482	14.894883433171758	15.075547535437394	15.59812180639559	15.520343879261986	14.995198690982036	14.197078828511568
F2QMQ9	14.724216558406706	16.457711768037033	15.438300360410992	15.290064702383129	15.180521550335635	15.531892565624354	16.476910687700908	15.61826853881211	15.488918122136132	15.599895707648905
ppa:PAS_chr1-1_0402	17.926855710400847	17.545692854863663	17.29965730905793	17.1215779394352	17.795062153223917	18.060753314780044	17.11355030757677	16.960625344284974	17.266221505022532	17.72779044280099
ppa:PAS_chr1-1_0403	15.16130736731345	No Data	No Data	14.510049289872043	14.820760651785989	15.587426511911032	No Data	No Data	14.37723025989646	14.78702732093487
ppa:PAS_chr1-1_0406	14.319720212846386	13.774903054487392	13.911801116378438	13.596862299499625	14.02608706891289	13.983539813249257	13.703424892306726	13.830333476074667	14.048819432892202	14.263609916961268
ppa:PAS_chr1-1_0407	19.989155392846435	No Data	20.13757860004095	21.786288375388533	21.65248877069475	21.04841153875232	16.7063513074214	19.956904479835263	20.672831892136525	20.885743099505383
ppa:PAS_chr1-1_0409	18.42115196459677	18.69365657061062	18.258645245379984	18.02504491259862	18.026202085757383	18.292146495008936	18.2636591981496	17.97821887246953	17.917662896124835	17.955317246071708
ppa:PAS_chr1-1_0411	16.65580048614733	17.444510051405924	17.191399041647337	15.363078809905751	15.953266727679914	15.959703698523482	17.619547451386143	17.26540787676114	16.315830895424845	15.90833177807786
ppa:PAS_chr1-1_0414	16.68379232241494	17.55895781956117	17.23354961126904	17.70608587902468	17.139271703462196	16.84557944326127	17.260656277233025	17.17629263122456	16.9973427441526	17.207803024763287
ppa:PAS_chr1-1_0416	14.628063008703409	16.06478189982712	14.672515120866136	14.943104819169562	14.766523044985572	14.772573127699864	15.458574577825802	14.653682620709557	14.79525105739404	14.482839830973251
ppa:PAS_chr1-1_0502	14.719266604036914	13.89271057945308	13.739997178209371	13.812853966448184	14.938439427820484	13.870611553837872	13.34564238720452	4.880995179423677	14.185984834286934	13.862041562018517
ppa:PAS_chr1-1_0417	17.23395138115877	No Data	No Data	18.22831991880695	17.86434561764035	18.519375063002112	No Data	14.44316361684836	18.471632302386865	17.870566028134924
ppa:PAS_chr1-1_0419	16.351536160710012	18.08143451323958	17.91781019415112	17.551953222947983	17.329389872733778	16.638310620591433	18.22493861206771	18.11505381338561	17.563867267251712	17.148269114060092
ppa:PAS_chr1-1_0420	17.364009314662145	17.8774346760444	18.1952894444837	17.106353190288434	17.178047497390715	17.377223109636173	17.604027064612538	17.516302144270252	17.268203017879145	17.169574419988496
ppa:PAS_chr1-1_0421	15.918348186650473	16.815057425760287	16.73353765988601	15.818004389022772	15.907707259081954	16.784420282611006	16.778126271075916	16.35949488834373	15.461162039247473	16.25276330022818
ppa:PAS_chr1-1_0425	15.296194366342814	17.216283161658907	17.099442364212642	15.663038148753827	15.411548743897225	15.245165327789795	16.95392492952808	16.82343954839665	15.90059764369692	15.635398629183122
ppa:PAS_chr1-1_0426	15.483849719898986	16.478611889144073	16.163055815116813	15.961483608909315	15.91897530307117	15.245001785131548	16.50651279637531	16.236906733309073	15.92042327961556	15.622358973961648
ppa:PAS_chr1-1_0427	17.12533621325371	17.700787345799483	17.406405889474424	17.006094214237486	17.261010815297595	17.263803737041926	17.65141941680269	17.397833502002992	17.04488884424525	17.128859032156917
ppa:PAS_chr1-1_0428	16.848652260002336	18.677287902692893	17.770525881214954	17.347379416339084	17.014046699260366	16.87793496727225	18.291539598175863	17.45377187071247	17.056463247947086	16.83296889471747
ppa:PAS_chr1-1_0430	16.41287371155343	17.72549846454193	17.413749290210134	16.60571766545505	16.4343421473906	16.174507741023092	17.719325833522383	17.350460934682353	16.68527835175925	16.455966168283958
ppa:PAS_chr1-1_0431	2.320090838740524	No Data	12.732147236518168	No Data	No Data	No Data	No Data	No Data	2.03349391441195	No Data
ppa:PAS_chr1-1_0432	23.34351634181061	23.73415772327853	23.2799583674684	23.36579218518896	22.99655805020015	23.3726372675809	23.44887891199856	23.42583183741964	23.26360819781966	23.131640495160344
ppa:PAS_chr1-1_0433	24.944666044697872	24.25528406556177	24.20567201007725	24.468472532933085	24.507437900298484	24.68330841997413	24.30394974279977	24.11285259874504	24.6067595359608	24.59037037922608
ppa:PAS_chr1-1_0434	13.501973208463872	No Data	No Data	No Data	13.20333560500498	14.869738508050764	No Data	No Data	12.990647430829078	13.61291944015676
ppa:PAS_chr1-1_0435	15.834518018378589	14.720405327003084	14.032793875254145	15.27036747995406	14.67763362675238	15.31227267071638	13.01560510279758	13.694200580427768	14.39420583341696	14.618907912836884
ppa:PAS_chr1-1_0436	15.917366524800014	16.10607549999061	16.29611032651587	15.735150965159546	15.57093330158848	15.3958335048724	16.338825726852974	15.957237838485607	15.783105250386964	15.716797486623532
ppa:PAS_chr1-1_0437	16.52282861514204	14.913272562579868	12.592849011783676	14.724500842553418	15.692837032424404	15.588188953692878	16.53448040679868	14.97300572047468	16.265801445194274	14.966653743007432
ppa:PAS_chr1-1_0439	20.691876607224145	21.51581724033	21.20049755063436	20.981843614375773	20.5610312745932	20.4814449508789	21.10221489822948	21.123993799859665	20.74004361827697	20.56844116710741
ppa:PAS_chr1-1_0440	15.048611426279177	15.450715527998424	16.610364458033292	15.929677580407384	15.850011670787593	15.176484847291892	15.027329643374111	15.05643728278321	15.3144497898284	15.506399598638884
ppa:PAS_chr1-1_0441	18.633205338572203	15.984016722026194	17.272483707168426	18.394302014512743	18.490871804211928	18.803394479670665	15.890268266868114	17.425414413905848	17.971475318391686	18.29536804230554
ppa:PAS_chr1-1_0442	16.999362405433867	15.875341681581036	16.47107916897422	17.035601727992933	17.291284681571003	17.43173630888212	15.843885503028996	17.61159749229514	16.74636813608726	17.176071619583062
ppa:PAS_chr1-1_0443	13.390940511614192	15.369481798428968	14.858714664447216	14.222932100217369	14.024594396421952	14.347064952975474	15.109147248479928	14.258187023637506	13.45754595731556	13.91170704994332
ppa:PAS_chr1-1_0444	12.640927146883868	14.282300447432982	14.092019450425884	13.265360229239954	14.135268708438453	13.917801728108262	13.437470801814314	14.095563303769268	13.26092197365594	13.348748952375724
ppa:PAS_chr1-1_0446	15.174565342776551	16.365035235168587	16.545527899065803	15.746710202285955	15.548349695871687	14.876375583073555	16.463994880048546	16.514030637549684	15.19639291010386	15.366518056880055
ppa:PAS_chr1-1_0447	20.18586645459521	19.514286174033742	19.459677001375983	19.71558993297206	19.997119426442385	20.27875286906839	19.512427986989525	19.80131741029293	19.99847938822749	20.223391049145587
ppa:PAS_chr1-1_0448	17.656770059140225	18.596963387063127	18.331135495295896	18.23631410303127	18.031233238089587	18.017219266351027	18.53613075290649	18.59015881693025	18.65161090801178	18.28904653715559
ppa:PAS_chr1-1_0449	18.528782089225885	16.14920225310245	16.716174940184285	16.858984929534515	17.581122755655624	18.02604957245304	16.421369271195847	16.845725579156287	16.749378955779157	18.095035259252
ppa:PAS_chr1-1_0450	13.815711925816942	14.47155515678618	14.831673433152371	No Data	14.52207490090687	14.64717392108628	14.191557780963118	14.64724705673149	14.117699531647723	14.083756207728625
ppa:PAS_chr1-1_0455	17.46972130062829	18.124826527207247	18.00851086149624	17.810696847998507	17.45875078194979	17.546036020310922	17.811445841466305	18.141223586231323	17.312362976424257	17.416205046886883
ppa:PAS_chr1-1_0457	14.100491992820348	15.2543011751481	15.011368204985098	15.31820820283002	14.877011188336184	14.786025984594554	14.761268068906068	15.38201602135096	14.841728835869228	14.64772136010662
ppa:PAS_chr1-4_0004	16.336174731604643	18.28276111270904	17.965654133328243	16.54247824161554	16.364771210508728	16.21402394289808	16.97651780087302	16.92003858527939	16.75055938541962	16.902483868117887
ppa:PAS_chr1-4_0006	15.376332360272984	16.378424518026275	16.223741166561844	15.6633325742862	15.57750051510666	15.763454118145956	16.498692926097128	16.474220117769118	15.975125420343296	15.773933195033878
ppa:PAS_chr1-4_0007	18.38642234356925	18.55567625033636	18.5709585404223	17.85443393796635	18.325556215367644	18.27399047379145	18.53816429772726	18.190155632254847	18.25227851546592	18.39890022587649
ppa:PAS_chr1-4_0008	15.78802577152809	16.228058280955526	15.816254885643524	15.836949123570497	15.92330753458527	15.44545353873579	15.999586408437487	15.764830497762814	15.594187445579609	15.862783099859412
ppa:PAS_chr1-4_0009	14.16326746464668	15.971980342941697	15.8396564895547	No Data	15.04441529912702	14.686834542272262	15.514207542980978	15.48770181255412	13.462061367989495	15.014343359715664
ppa:PAS_chr1-4_0010	16.724561626913832	17.303615078009503	17.299062091098747	16.770315763545028	16.868483290788767	16.648914114664283	17.31522144219398	17.16816649677309	16.86238896588925	16.87160805627318
ppa:PAS_chr1-4_0653	No Data	No Data	11.735496217495523	No Data	11.060952324085704	10.915701434540464	11.209761823045367	12.244919063506238	10.519873166436724	No Data
ppa:PAS_chr1-4_0012	15.88690853000115	15.974762129323992	15.81317553841676	15.786212784606995	15.72456266771962	15.845786632205709	16.068605928904873	15.602230029837129	15.621344523285396	15.687819788796462
ppa:PAS_chr1-4_0013	15.84304368277118	14.915729239783408	15.161100967231985	14.894627303797105	15.609214252892976	15.580691243762658	14.767252275411312	14.896527534897452	15.143333541017276	15.417861397611608
ppa:PAS_chr1-4_0015	16.727393896873874	17.01460301527067	16.870032310854306	16.47036371339871	16.604949507508426	16.828819839277315	16.901718738343742	16.891561972663833	16.554705238986198	16.70003071188474
ppa:PAS_chr1-4_0017	15.082244241715912	14.57514484910882	14.366050952301002	14.406110782717723	14.511410525104136	15.008340735257237	14.03179356617362	14.12415760649265	13.793759468438417	13.976095585377308
ppa:PAS_chr1-4_0018	12.053227401431329	10.54480623138826	15.10716055315778	10.67449455545098	10.495430299667088	No Data	11.316129585503411	4.250344685863121	11.156090484938597	2.772311754544075
ppa:PAS_chr1-4_0019	14.952449596220646	16.9522122863949	16.363114779363617	15.424350077748649	15.59980367694526	15.335489174776908	16.841822395725146	16.58523890768845	15.508205465261598	15.12309268868837
ppa:PAS_chr1-4_0021	16.33990354157668	16.779612362706047	16.072804169735804	16.308671073606067	16.35386845459814	16.554266922786912	16.5172652149971	16.37881303766376	16.234420288072226	16.39981000399237
ppa:PAS_chr1-4_0022	12.755711051219253	15.546760605191205	15.106425719686689	14.607057768708724	14.284886496248962	14.261129214474073	15.2727591924328	15.019014267861005	14.13548776155845	14.226135799669528
ppa:PAS_chr1-4_0023	15.422666906692507	14.313710795800956	15.509869941288448	15.93161383317101	16.027080032592686	16.158334788308775	15.050147075252577	14.143002292235076	15.859896724285631	15.970100184137664
ppa:PAS_chr1-4_0024	16.570444877946343	16.127412835436655	16.143969039163913	15.984514594748704	16.426371364008155	16.19380055349232	16.098051525656498	15.905290499258404	16.283679459128187	16.456564854623444
ppa:PAS_chr1-4_0027	19.528707463093507	17.260577893900987	18.427611190319062	18.69195815751637	18.61332613137665	18.20475515278446	17.856489834974816	18.034962807981195	18.893095220840355	18.27299107180864
ppa:PAS_chr1-4_0029	14.920127293096638	15.878340782387252	15.342000585828991	15.04070142238799	14.81852737358736	15.086625103260412	15.46015288989408	15.588287676627548	14.654091098244496	15.16610499115554
F2QMY9	13.841075955060044	15.118828148702386	14.14071449117775	14.197998926478236	13.83039808553206	13.51876239510494	14.846218714419328	13.186180600584429	13.98672560422763	13.920993361898535
F2QMZ0	13.508517768831506	No Data	No Data	No Data	No Data	13.244448185536898	No Data	No Data	No Data	12.692071425992255
F2QMZ1	17.267313488632546	17.05181698231975	17.520495314198595	16.257733115558416	17.090029370796433	17.260814466518767	16.962689705152894	17.078493538467594	17.120546393280353	17.190977107766017
ppa:PAS_chr1-4_0034	14.928463706858416	17.21713872291158	15.158573325538082	No Data	16.072704419656738	14.999982887624752	16.854702153009033	15.656175297637454	15.722584197770203	16.065555504033064
ppa:PAS_chr1-4_0035	11.364399731341218	12.93381741994019	12.22940149763754	11.88716677717462	11.873424492425135	11.712058941484283	12.693146075864895	12.58245453484998	11.90576176446108	12.148131457939266
ppa:PAS_chr1-4_0036	No Data	16.063422896562077	No Data	No Data	No Data	No Data	13.713399521232825	14.251446003451168	No Data	No Data
ppa:PAS_chr1-4_0037	17.530462419795626	17.69289405884543	17.30580195214049	16.474194242770253	17.17691606078913	17.389559265511867	17.457453776346362	17.254475633380732	16.66069080536112	17.15202405797787
ppa:PAS_chr1-4_0038	14.70597497072617	15.846234977165976	15.490145896433017	14.755429489660091	15.02822933516077	No Data	15.480276197941231	15.233022036122604	14.746051419346214	14.71291747571096
ppa:PAS_chr1-4_0039	18.10010775785409	17.924695816797517	17.370394214663126	18.30679418322659	18.389885866001507	18.44502697392542	16.698722892263124	16.996781713367234	18.845390028349417	18.26587883006265
ppa:PAS_chr1-4_0042	22.74146143151156	18.70061073813573	19.127423699117767	21.584577781567337	21.88717542491165	22.42920392591537	18.640998614713144	18.663894216285748	22.03643875988272	22.43514730314429
